BatchID,EquipmentID
BATCH_4910,EQUIP_266
BATCH_4911,EQUIP_69
BATCH_4912,EQUIP_32
BATCH_4913,EQUIP_149
BATCH_4914,EQUIP_150
BATCH_4915,EQUIP_107
BATCH_4916,EQUIP_100
BATCH_4917,EQUIP_162
BATCH_4918,EQUIP_114
BATCH_4919,EQUIP_47
BATCH_4920,EQUIP_270
BATCH_4921,EQUIP_64
BATCH_4922,EQUIP_102
BATCH_4923,EQUIP_102
BATCH_4924,EQUIP_166
BATCH_4925,EQUIP_18
BATCH_4926,EQUIP_259
BATCH_4927,EQUIP_200
BATCH_4928,EQUIP_209
BATCH_4929,EQUIP_269
BATCH_4930,EQUIP_95
BATCH_4931,EQUIP_16
BATCH_4932,EQUIP_213
BATCH_4933,EQUIP_269
BATCH_4934,EQUIP_194
BATCH_4935,EQUIP_255
BATCH_4936,EQUIP_62
BATCH_4937,EQUIP_2
BATCH_4938,EQUIP_201
BATCH_4939,EQUIP_69
BATCH_4940,EQUIP_37
BATCH_4941,EQUIP_295
BATCH_4942,EQUIP_116
BATCH_4943,EQUIP_176
BATCH_4944,EQUIP_209
BATCH_4945,EQUIP_81
BATCH_4946,EQUIP_259
BATCH_4947,EQUIP_141
BATCH_4948,EQUIP_48
BATCH_4949,EQUIP_151
BATCH_4950,EQUIP_22
BATCH_4951,EQUIP_173
BATCH_4952,EQUIP_220
BATCH_4953,EQUIP_50
BATCH_4954,EQUIP_10
BATCH_4955,EQUIP_29
BATCH_4956,EQUIP_204
BATCH_4957,EQUIP_14
BATCH_4958,EQUIP_38
BATCH_4959,EQUIP_90
BATCH_4960,EQUIP_175
BATCH_4961,EQUIP_261
BATCH_4962,EQUIP_56
BATCH_4963,EQUIP_218
BATCH_4964,EQUIP_74
BATCH_4965,EQUIP_136
BATCH_4966,EQUIP_60
BATCH_4967,EQUIP_3
BATCH_4968,EQUIP_100
BATCH_4969,EQUIP_282
BATCH_4970,EQUIP_24
BATCH_4971,EQUIP_64
BATCH_4972,EQUIP_232
BATCH_4973,EQUIP_25
BATCH_4974,EQUIP_298
BATCH_4975,EQUIP_147
BATCH_4976,EQUIP_232
BATCH_4977,EQUIP_207
BATCH_4978,EQUIP_216
BATCH_4979,EQUIP_193
BATCH_4980,EQUIP_283
BATCH_4981,EQUIP_234
BATCH_4982,EQUIP_275
BATCH_4983,EQUIP_292
BATCH_4984,EQUIP_53
BATCH_4985,EQUIP_159
BATCH_4986,EQUIP_100
BATCH_4987,EQUIP_56
BATCH_4988,EQUIP_115
BATCH_4989,EQUIP_221
BATCH_4990,EQUIP_29
BATCH_4991,EQUIP_286
BATCH_4992,EQUIP_61
BATCH_4993,EQUIP_16
BATCH_4994,EQUIP_111
BATCH_4995,EQUIP_117
BATCH_4996,EQUIP_186
BATCH_4997,EQUIP_267
BATCH_4998,EQUIP_9
BATCH_4999,EQUIP_177
BATCH_5000,EQUIP_61
BATCH_5001,EQUIP_223
BATCH_5002,EQUIP_76
BATCH_5003,EQUIP_279
BATCH_5004,EQUIP_137
BATCH_5005,EQUIP_194
BATCH_5006,EQUIP_111
BATCH_5007,EQUIP_219
BATCH_5008,EQUIP_75
BATCH_5009,EQUIP_161
BATCH_5010,EQUIP_62
BATCH_5011,EQUIP_205
BATCH_5012,EQUIP_160
BATCH_5013,EQUIP_21
BATCH_5014,EQUIP_85
BATCH_5015,EQUIP_4
BATCH_5016,EQUIP_201
BATCH_5017,EQUIP_29
BATCH_5018,EQUIP_104
BATCH_5019,EQUIP_172
BATCH_5020,EQUIP_34
BATCH_5021,EQUIP_143
BATCH_5022,EQUIP_38
BATCH_5023,EQUIP_233
BATCH_5024,EQUIP_268
BATCH_5025,EQUIP_211
BATCH_5026,EQUIP_189
BATCH_5027,EQUIP_9
BATCH_5028,EQUIP_145
BATCH_5029,EQUIP_230
BATCH_5030,EQUIP_211
BATCH_5031,EQUIP_177
BATCH_5032,EQUIP_252
BATCH_5033,EQUIP_197
BATCH_5034,EQUIP_290
BATCH_5035,EQUIP_135
BATCH_5036,EQUIP_274
BATCH_5037,EQUIP_102
BATCH_5038,EQUIP_68
BATCH_5039,EQUIP_88
BATCH_5040,EQUIP_206
BATCH_5041,EQUIP_41
BATCH_5042,EQUIP_85
BATCH_5043,EQUIP_84
BATCH_5044,EQUIP_217
BATCH_5045,EQUIP_163
BATCH_5046,EQUIP_294
BATCH_5047,EQUIP_98
BATCH_5048,EQUIP_280
BATCH_5049,EQUIP_26
BATCH_5050,EQUIP_166
BATCH_5051,EQUIP_151
BATCH_5052,EQUIP_49
BATCH_5053,EQUIP_28
BATCH_5054,EQUIP_129
BATCH_5055,EQUIP_274
BATCH_5056,EQUIP_256
BATCH_5057,EQUIP_96
BATCH_5058,EQUIP_48
BATCH_5059,EQUIP_275
BATCH_5060,EQUIP_100
BATCH_5061,EQUIP_215
BATCH_5062,EQUIP_252
BATCH_5063,EQUIP_225
BATCH_5064,EQUIP_119
BATCH_5065,EQUIP_59
BATCH_5066,EQUIP_164
BATCH_5067,EQUIP_294
BATCH_5068,EQUIP_12
BATCH_5069,EQUIP_220
BATCH_5070,EQUIP_61
BATCH_5071,EQUIP_207
BATCH_5072,EQUIP_208
BATCH_5073,EQUIP_8
BATCH_5074,EQUIP_277
BATCH_5075,EQUIP_88
BATCH_5076,EQUIP_168
BATCH_5077,EQUIP_202
BATCH_5078,EQUIP_172
BATCH_5079,EQUIP_136
BATCH_5080,EQUIP_38
BATCH_5081,EQUIP_90
BATCH_5082,EQUIP_291
BATCH_5083,EQUIP_21
BATCH_5084,EQUIP_138
BATCH_5085,EQUIP_278
BATCH_5086,EQUIP_82
BATCH_5087,EQUIP_18
BATCH_5088,EQUIP_118
BATCH_5089,EQUIP_129
BATCH_5090,EQUIP_153
BATCH_5091,EQUIP_263
BATCH_5092,EQUIP_44
BATCH_5093,EQUIP_280
BATCH_5094,EQUIP_19
BATCH_5095,EQUIP_183
BATCH_5096,EQUIP_279
BATCH_5097,EQUIP_101
BATCH_5098,EQUIP_96
BATCH_5099,EQUIP_195
BATCH_5100,EQUIP_33
BATCH_5101,EQUIP_237
BATCH_5102,EQUIP_197
BATCH_5103,EQUIP_295
BATCH_5104,EQUIP_79
BATCH_5105,EQUIP_296
BATCH_5106,EQUIP_20
BATCH_5107,EQUIP_269
BATCH_5108,EQUIP_122
BATCH_5109,EQUIP_16
BATCH_5110,EQUIP_200
BATCH_5111,EQUIP_234
BATCH_5112,EQUIP_64
BATCH_5113,EQUIP_91
BATCH_5114,EQUIP_192
BATCH_5115,EQUIP_269
BATCH_5116,EQUIP_101
BATCH_5117,EQUIP_151
BATCH_5118,EQUIP_69
BATCH_5119,EQUIP_138
BATCH_5120,EQUIP_114
BATCH_5121,EQUIP_294
BATCH_5122,EQUIP_85
BATCH_5123,EQUIP_168
BATCH_5124,EQUIP_248
BATCH_5125,EQUIP_295
BATCH_5126,EQUIP_114
BATCH_5127,EQUIP_272
BATCH_5128,EQUIP_115
BATCH_5129,EQUIP_201
BATCH_5130,EQUIP_251
BATCH_5131,EQUIP_287
BATCH_5132,EQUIP_250
BATCH_5133,EQUIP_134
BATCH_5134,EQUIP_62
BATCH_5135,EQUIP_296
BATCH_5136,EQUIP_248
BATCH_5137,EQUIP_171
BATCH_5138,EQUIP_20
BATCH_5139,EQUIP_158
BATCH_5140,EQUIP_56
BATCH_5141,EQUIP_111
BATCH_5142,EQUIP_110
BATCH_5143,EQUIP_269
BATCH_5144,EQUIP_230
BATCH_5145,EQUIP_137
BATCH_5146,EQUIP_56
BATCH_5147,EQUIP_19
BATCH_5148,EQUIP_197
BATCH_5149,EQUIP_63
BATCH_5150,EQUIP_288
BATCH_5151,EQUIP_68
BATCH_5152,EQUIP_185
BATCH_5153,EQUIP_270
BATCH_5154,EQUIP_84
BATCH_5155,EQUIP_286
BATCH_5156,EQUIP_30
BATCH_5157,EQUIP_299
BATCH_5158,EQUIP_231
BATCH_5159,EQUIP_86
BATCH_5160,EQUIP_262
BATCH_5161,EQUIP_144
BATCH_5162,EQUIP_217
BATCH_5163,EQUIP_163
BATCH_5164,EQUIP_148
BATCH_5165,EQUIP_61
BATCH_5166,EQUIP_220
BATCH_5167,EQUIP_4
BATCH_5168,EQUIP_158
BATCH_5169,EQUIP_119
BATCH_5170,EQUIP_60
BATCH_5171,EQUIP_36
BATCH_5172,EQUIP_247
BATCH_5173,EQUIP_218
BATCH_5174,EQUIP_52
BATCH_5175,EQUIP_267
BATCH_5176,EQUIP_252
BATCH_5177,EQUIP_114
BATCH_5178,EQUIP_226
BATCH_5179,EQUIP_77
BATCH_5180,EQUIP_264
BATCH_5181,EQUIP_189
BATCH_5182,EQUIP_36
BATCH_5183,EQUIP_89
BATCH_5184,EQUIP_55
BATCH_5185,EQUIP_33
BATCH_5186,EQUIP_4
BATCH_5187,EQUIP_31
BATCH_5188,EQUIP_47
BATCH_5189,EQUIP_251
BATCH_5190,EQUIP_238
BATCH_5191,EQUIP_242
BATCH_5192,EQUIP_234
BATCH_5193,EQUIP_246
BATCH_5194,EQUIP_186
BATCH_5195,EQUIP_70
BATCH_5196,EQUIP_17
BATCH_5197,EQUIP_262
BATCH_5198,EQUIP_233
BATCH_5199,EQUIP_53
BATCH_5200,EQUIP_94
BATCH_5201,EQUIP_241
BATCH_5202,EQUIP_111
BATCH_5203,EQUIP_112
BATCH_5204,EQUIP_96
BATCH_5205,EQUIP_89
BATCH_5206,EQUIP_110
BATCH_5207,EQUIP_52
BATCH_5208,EQUIP_300
BATCH_5209,EQUIP_284
BATCH_5210,EQUIP_86
BATCH_5211,EQUIP_126
BATCH_5212,EQUIP_277
BATCH_5213,EQUIP_158
BATCH_5214,EQUIP_238
BATCH_5215,EQUIP_113
BATCH_5216,EQUIP_11
BATCH_5217,EQUIP_130
BATCH_5218,EQUIP_60
BATCH_5219,EQUIP_299
BATCH_5220,EQUIP_90
BATCH_5221,EQUIP_170
BATCH_5222,EQUIP_240
BATCH_5223,EQUIP_58
BATCH_5224,EQUIP_168
BATCH_5225,EQUIP_266
BATCH_5226,EQUIP_51
BATCH_5227,EQUIP_28
BATCH_5228,EQUIP_23
BATCH_5229,EQUIP_239
BATCH_5230,EQUIP_292
BATCH_5231,EQUIP_191
BATCH_5232,EQUIP_122
BATCH_5233,EQUIP_32
BATCH_5234,EQUIP_21
BATCH_5235,EQUIP_155
BATCH_5236,EQUIP_294
BATCH_5237,EQUIP_236
BATCH_5238,EQUIP_84
BATCH_5239,EQUIP_293
BATCH_5240,EQUIP_77
BATCH_5241,EQUIP_179
BATCH_5242,EQUIP_102
BATCH_5243,EQUIP_262
BATCH_5244,EQUIP_101
BATCH_5245,EQUIP_241
BATCH_5246,EQUIP_256
BATCH_5247,EQUIP_75
BATCH_5248,EQUIP_78
BATCH_5249,EQUIP_236
BATCH_5250,EQUIP_72
BATCH_5251,EQUIP_46
BATCH_5252,EQUIP_54
BATCH_5253,EQUIP_17
BATCH_5254,EQUIP_271
BATCH_5255,EQUIP_102
BATCH_5256,EQUIP_110
BATCH_5257,EQUIP_221
BATCH_5258,EQUIP_7
BATCH_5259,EQUIP_155
BATCH_5260,EQUIP_145
BATCH_5261,EQUIP_12
BATCH_5262,EQUIP_269
BATCH_5263,EQUIP_296
BATCH_5264,EQUIP_77
BATCH_5265,EQUIP_9
BATCH_5266,EQUIP_188
BATCH_5267,EQUIP_34
BATCH_5268,EQUIP_1
BATCH_5269,EQUIP_292
BATCH_5270,EQUIP_299
BATCH_5271,EQUIP_118
BATCH_5272,EQUIP_142
BATCH_5273,EQUIP_282
BATCH_5274,EQUIP_158
BATCH_5275,EQUIP_14
BATCH_5276,EQUIP_80
BATCH_5277,EQUIP_28
BATCH_5278,EQUIP_83
BATCH_5279,EQUIP_143
BATCH_5280,EQUIP_32
BATCH_5281,EQUIP_44
BATCH_5282,EQUIP_12
BATCH_5283,EQUIP_145
BATCH_5284,EQUIP_55
BATCH_5285,EQUIP_82
BATCH_5286,EQUIP_4
BATCH_5287,EQUIP_147
BATCH_5288,EQUIP_9
BATCH_5289,EQUIP_208
BATCH_5290,EQUIP_232
BATCH_5291,EQUIP_158
BATCH_5292,EQUIP_179
BATCH_5293,EQUIP_89
BATCH_5294,EQUIP_55
BATCH_5295,EQUIP_2
BATCH_5296,EQUIP_61
BATCH_5297,EQUIP_107
BATCH_5298,EQUIP_284
BATCH_5299,EQUIP_142
BATCH_5300,EQUIP_217
BATCH_5301,EQUIP_265
BATCH_5302,EQUIP_230
BATCH_5303,EQUIP_56
BATCH_5304,EQUIP_238
BATCH_5305,EQUIP_210
BATCH_5306,EQUIP_237
BATCH_5307,EQUIP_25
BATCH_5308,EQUIP_272
BATCH_5309,EQUIP_103
BATCH_5310,EQUIP_101
BATCH_5311,EQUIP_94
BATCH_5312,EQUIP_182
BATCH_5313,EQUIP_130
BATCH_5314,EQUIP_288
BATCH_5315,EQUIP_103
BATCH_5316,EQUIP_226
BATCH_5317,EQUIP_202
BATCH_5318,EQUIP_300
BATCH_5319,EQUIP_71
BATCH_5320,EQUIP_30
BATCH_5321,EQUIP_52
BATCH_5322,EQUIP_13
BATCH_5323,EQUIP_26
BATCH_5324,EQUIP_240
BATCH_5325,EQUIP_135
BATCH_5326,EQUIP_283
BATCH_5327,EQUIP_139
BATCH_5328,EQUIP_34
BATCH_5329,EQUIP_257
BATCH_5330,EQUIP_255
BATCH_5331,EQUIP_271
BATCH_5332,EQUIP_34
BATCH_5333,EQUIP_62
BATCH_5334,EQUIP_285
BATCH_5335,EQUIP_196
BATCH_5336,EQUIP_249
BATCH_5337,EQUIP_293
BATCH_5338,EQUIP_90
BATCH_5339,EQUIP_108
BATCH_5340,EQUIP_149
BATCH_5341,EQUIP_229
BATCH_5342,EQUIP_136
BATCH_5343,EQUIP_72
BATCH_5344,EQUIP_264
BATCH_5345,EQUIP_55
BATCH_5346,EQUIP_82
BATCH_5347,EQUIP_133
BATCH_5348,EQUIP_43
BATCH_5349,EQUIP_293
BATCH_5350,EQUIP_300
BATCH_5351,EQUIP_43
BATCH_5352,EQUIP_276
BATCH_5353,EQUIP_149
BATCH_5354,EQUIP_37
BATCH_5355,EQUIP_134
BATCH_5356,EQUIP_62
BATCH_5357,EQUIP_120
BATCH_5358,EQUIP_192
BATCH_5359,EQUIP_32
BATCH_5360,EQUIP_24
BATCH_5361,EQUIP_48
BATCH_5362,EQUIP_195
BATCH_5363,EQUIP_207
BATCH_5364,EQUIP_44
BATCH_5365,EQUIP_256
BATCH_5366,EQUIP_85
BATCH_5367,EQUIP_259
BATCH_5368,EQUIP_201
BATCH_5369,EQUIP_245
BATCH_5370,EQUIP_23
BATCH_5371,EQUIP_61
BATCH_5372,EQUIP_217
BATCH_5373,EQUIP_254
BATCH_5374,EQUIP_91
BATCH_5375,EQUIP_284
BATCH_5376,EQUIP_194
BATCH_5377,EQUIP_236
BATCH_5378,EQUIP_204
BATCH_5379,EQUIP_216
BATCH_5380,EQUIP_193
BATCH_5381,EQUIP_136
BATCH_5382,EQUIP_137
BATCH_5383,EQUIP_34
BATCH_5384,EQUIP_174
BATCH_5385,EQUIP_183
BATCH_5386,EQUIP_209
BATCH_5387,EQUIP_1
BATCH_5388,EQUIP_114
BATCH_5389,EQUIP_257
BATCH_5390,EQUIP_224
BATCH_5391,EQUIP_78
BATCH_5392,EQUIP_295
BATCH_5393,EQUIP_33
BATCH_5394,EQUIP_58
BATCH_5395,EQUIP_128
BATCH_5396,EQUIP_84
BATCH_5397,EQUIP_56
BATCH_5398,EQUIP_209
BATCH_5399,EQUIP_128
BATCH_5400,EQUIP_262
BATCH_5401,EQUIP_12
BATCH_5402,EQUIP_143
BATCH_5403,EQUIP_135
BATCH_5404,EQUIP_163
BATCH_5405,EQUIP_149
BATCH_5406,EQUIP_214
BATCH_5407,EQUIP_248
BATCH_5408,EQUIP_265
BATCH_5409,EQUIP_276
BATCH_5410,EQUIP_22
BATCH_5411,EQUIP_2
BATCH_5412,EQUIP_283
BATCH_5413,EQUIP_227
BATCH_5414,EQUIP_54
BATCH_5415,EQUIP_95
BATCH_5416,EQUIP_136
BATCH_5417,EQUIP_276
BATCH_5418,EQUIP_298
BATCH_5419,EQUIP_226
BATCH_5420,EQUIP_160
BATCH_5421,EQUIP_134
BATCH_5422,EQUIP_64
BATCH_5423,EQUIP_93
BATCH_5424,EQUIP_185
BATCH_5425,EQUIP_23
BATCH_5426,EQUIP_41
BATCH_5427,EQUIP_117
BATCH_5428,EQUIP_285
BATCH_5429,EQUIP_161
BATCH_5430,EQUIP_65
BATCH_5431,EQUIP_168
BATCH_5432,EQUIP_249
BATCH_5433,EQUIP_294
BATCH_5434,EQUIP_298
BATCH_5435,EQUIP_193
BATCH_5436,EQUIP_286
BATCH_5437,EQUIP_211
BATCH_5438,EQUIP_135
BATCH_5439,EQUIP_160
BATCH_5440,EQUIP_251
BATCH_5441,EQUIP_15
BATCH_5442,EQUIP_158
BATCH_5443,EQUIP_99
BATCH_5444,EQUIP_15
BATCH_5445,EQUIP_190
BATCH_5446,EQUIP_67
BATCH_5447,EQUIP_215
BATCH_5448,EQUIP_56
BATCH_5449,EQUIP_178
BATCH_5450,EQUIP_218
BATCH_5451,EQUIP_78
BATCH_5452,EQUIP_232
BATCH_5453,EQUIP_243
BATCH_5454,EQUIP_162
BATCH_5455,EQUIP_54
BATCH_5456,EQUIP_52
BATCH_5457,EQUIP_258
BATCH_5458,EQUIP_265
BATCH_5459,EQUIP_4
BATCH_5460,EQUIP_243
BATCH_5461,EQUIP_247
BATCH_5462,EQUIP_66
BATCH_5463,EQUIP_184
BATCH_5464,EQUIP_140
BATCH_5465,EQUIP_210
BATCH_5466,EQUIP_218
BATCH_5467,EQUIP_85
BATCH_5468,EQUIP_118
BATCH_5469,EQUIP_176
BATCH_5470,EQUIP_198
BATCH_5471,EQUIP_237
BATCH_5472,EQUIP_87
BATCH_5473,EQUIP_90
BATCH_5474,EQUIP_286
BATCH_5475,EQUIP_167
BATCH_5476,EQUIP_138
BATCH_5477,EQUIP_220
BATCH_5478,EQUIP_147
BATCH_5479,EQUIP_75
BATCH_5480,EQUIP_40
BATCH_5481,EQUIP_79
BATCH_5482,EQUIP_147
BATCH_5483,EQUIP_252
BATCH_5484,EQUIP_44
BATCH_5485,EQUIP_204
BATCH_5486,EQUIP_151
BATCH_5487,EQUIP_86
BATCH_5488,EQUIP_285
BATCH_5489,EQUIP_38
BATCH_5490,EQUIP_7
BATCH_5491,EQUIP_35
BATCH_5492,EQUIP_22
BATCH_5493,EQUIP_100
BATCH_5494,EQUIP_118
BATCH_5495,EQUIP_75
BATCH_5496,EQUIP_170
BATCH_5497,EQUIP_7
BATCH_5498,EQUIP_54
BATCH_5499,EQUIP_203
BATCH_5500,EQUIP_264
BATCH_5501,EQUIP_177
BATCH_5502,EQUIP_185
BATCH_5503,EQUIP_273
BATCH_5504,EQUIP_34
BATCH_5505,EQUIP_231
BATCH_5506,EQUIP_165
BATCH_5507,EQUIP_76
BATCH_5508,EQUIP_263
BATCH_5509,EQUIP_198
BATCH_5510,EQUIP_218
BATCH_5511,EQUIP_80
BATCH_5512,EQUIP_32
BATCH_5513,EQUIP_69
BATCH_5514,EQUIP_231
BATCH_5515,EQUIP_120
BATCH_5516,EQUIP_277
BATCH_5517,EQUIP_90
BATCH_5518,EQUIP_286
BATCH_5519,EQUIP_84
BATCH_5520,EQUIP_53
BATCH_5521,EQUIP_282
BATCH_5522,EQUIP_81
BATCH_5523,EQUIP_89
BATCH_5524,EQUIP_296
BATCH_5525,EQUIP_63
BATCH_5526,EQUIP_118
BATCH_5527,EQUIP_268
BATCH_5528,EQUIP_59
BATCH_5529,EQUIP_286
BATCH_5530,EQUIP_198
BATCH_5531,EQUIP_152
BATCH_5532,EQUIP_48
BATCH_5533,EQUIP_121
BATCH_5534,EQUIP_164
BATCH_5535,EQUIP_44
BATCH_5536,EQUIP_248
BATCH_5537,EQUIP_282
BATCH_5538,EQUIP_159
BATCH_5539,EQUIP_51
BATCH_5540,EQUIP_9
BATCH_5541,EQUIP_94
BATCH_5542,EQUIP_143
BATCH_5543,EQUIP_195
BATCH_5544,EQUIP_24
BATCH_5545,EQUIP_200
BATCH_5546,EQUIP_7
BATCH_5547,EQUIP_190
BATCH_5548,EQUIP_116
BATCH_5549,EQUIP_278
BATCH_5550,EQUIP_138
BATCH_5551,EQUIP_268
BATCH_5552,EQUIP_288
BATCH_5553,EQUIP_281
BATCH_5554,EQUIP_194
BATCH_5555,EQUIP_208
BATCH_5556,EQUIP_8
BATCH_5557,EQUIP_286
BATCH_5558,EQUIP_290
BATCH_5559,EQUIP_249
BATCH_5560,EQUIP_16
BATCH_5561,EQUIP_186
BATCH_5562,EQUIP_194
BATCH_5563,EQUIP_65
BATCH_5564,EQUIP_184
BATCH_5565,EQUIP_287
BATCH_5566,EQUIP_155
BATCH_5567,EQUIP_293
BATCH_5568,EQUIP_237
BATCH_5569,EQUIP_61
BATCH_5570,EQUIP_47
BATCH_5571,EQUIP_152
BATCH_5572,EQUIP_39
BATCH_5573,EQUIP_283
BATCH_5574,EQUIP_207
BATCH_5575,EQUIP_91
BATCH_5576,EQUIP_245
BATCH_5577,EQUIP_231
BATCH_5578,EQUIP_136
BATCH_5579,EQUIP_68
BATCH_5580,EQUIP_151
BATCH_5581,EQUIP_24
BATCH_5582,EQUIP_65
BATCH_5583,EQUIP_188
BATCH_5584,EQUIP_10
BATCH_5585,EQUIP_205
BATCH_5586,EQUIP_210
BATCH_5587,EQUIP_109
BATCH_5588,EQUIP_241
BATCH_5589,EQUIP_287
BATCH_5590,EQUIP_144
BATCH_5591,EQUIP_267
BATCH_5592,EQUIP_135
BATCH_5593,EQUIP_70
BATCH_5594,EQUIP_278
BATCH_5595,EQUIP_247
BATCH_5596,EQUIP_288
BATCH_5597,EQUIP_31
BATCH_5598,EQUIP_1
BATCH_5599,EQUIP_56
BATCH_5600,EQUIP_96
BATCH_5601,EQUIP_23
BATCH_5602,EQUIP_226
BATCH_5603,EQUIP_23
BATCH_5604,EQUIP_221
BATCH_5605,EQUIP_3
BATCH_5606,EQUIP_45
BATCH_5607,EQUIP_160
BATCH_5608,EQUIP_151
BATCH_5609,EQUIP_291
BATCH_5610,EQUIP_285
BATCH_5611,EQUIP_212
BATCH_5612,EQUIP_143
BATCH_5613,EQUIP_212
BATCH_5614,EQUIP_264
BATCH_5615,EQUIP_104
BATCH_5616,EQUIP_43
BATCH_5617,EQUIP_37
BATCH_5618,EQUIP_79
BATCH_5619,EQUIP_207
BATCH_5620,EQUIP_240
BATCH_5621,EQUIP_185
BATCH_5622,EQUIP_124
BATCH_5623,EQUIP_31
BATCH_5624,EQUIP_223
BATCH_5625,EQUIP_100
BATCH_5626,EQUIP_129
BATCH_5627,EQUIP_258
BATCH_5628,EQUIP_91
BATCH_5629,EQUIP_153
BATCH_5630,EQUIP_170
BATCH_5631,EQUIP_228
BATCH_5632,EQUIP_202
BATCH_5633,EQUIP_181
BATCH_5634,EQUIP_82
BATCH_5635,EQUIP_5
BATCH_5636,EQUIP_171
BATCH_5637,EQUIP_22
BATCH_5638,EQUIP_15
BATCH_5639,EQUIP_120
BATCH_5640,EQUIP_237
BATCH_5641,EQUIP_49
BATCH_5642,EQUIP_169
BATCH_5643,EQUIP_228
BATCH_5644,EQUIP_91
BATCH_5645,EQUIP_190
BATCH_5646,EQUIP_138
BATCH_5647,EQUIP_1
BATCH_5648,EQUIP_94
BATCH_5649,EQUIP_290
BATCH_5650,EQUIP_214
BATCH_5651,EQUIP_41
BATCH_5652,EQUIP_94
BATCH_5653,EQUIP_133
BATCH_5654,EQUIP_174
BATCH_5655,EQUIP_253
BATCH_5656,EQUIP_98
BATCH_5657,EQUIP_282
BATCH_5658,EQUIP_188
BATCH_5659,EQUIP_34
BATCH_5660,EQUIP_148
BATCH_5661,EQUIP_156
BATCH_5662,EQUIP_297
BATCH_5663,EQUIP_65
BATCH_5664,EQUIP_220
BATCH_5665,EQUIP_146
BATCH_5666,EQUIP_49
BATCH_5667,EQUIP_173
BATCH_5668,EQUIP_90
BATCH_5669,EQUIP_125
BATCH_5670,EQUIP_175
BATCH_5671,EQUIP_37
BATCH_5672,EQUIP_250
BATCH_5673,EQUIP_10
BATCH_5674,EQUIP_281
BATCH_5675,EQUIP_225
BATCH_5676,EQUIP_124
BATCH_5677,EQUIP_65
BATCH_5678,EQUIP_292
BATCH_5679,EQUIP_192
BATCH_5680,EQUIP_202
BATCH_5681,EQUIP_81
BATCH_5682,EQUIP_83
BATCH_5683,EQUIP_38
BATCH_5684,EQUIP_161
BATCH_5685,EQUIP_95
BATCH_5686,EQUIP_131
BATCH_5687,EQUIP_96
BATCH_5688,EQUIP_77
BATCH_5689,EQUIP_49
BATCH_5690,EQUIP_17
BATCH_5691,EQUIP_216
BATCH_5692,EQUIP_126
BATCH_5693,EQUIP_277
BATCH_5694,EQUIP_125
BATCH_5695,EQUIP_60
BATCH_5696,EQUIP_113
BATCH_5697,EQUIP_4
BATCH_5698,EQUIP_234
BATCH_5699,EQUIP_289
BATCH_5700,EQUIP_290
BATCH_5701,EQUIP_217
BATCH_5702,EQUIP_119
BATCH_5703,EQUIP_92
BATCH_5704,EQUIP_73
BATCH_5705,EQUIP_96
BATCH_5706,EQUIP_238
BATCH_5707,EQUIP_65
BATCH_5708,EQUIP_177
BATCH_5709,EQUIP_282
BATCH_5710,EQUIP_87
BATCH_5711,EQUIP_88
BATCH_5712,EQUIP_269
BATCH_5713,EQUIP_251
BATCH_5714,EQUIP_290
BATCH_5715,EQUIP_58
BATCH_5716,EQUIP_191
BATCH_5717,EQUIP_161
BATCH_5718,EQUIP_241
BATCH_5719,EQUIP_196
BATCH_5720,EQUIP_26
BATCH_5721,EQUIP_122
BATCH_5722,EQUIP_111
BATCH_5723,EQUIP_80
BATCH_5724,EQUIP_89
BATCH_5725,EQUIP_160
BATCH_5726,EQUIP_264
BATCH_5727,EQUIP_245
BATCH_5728,EQUIP_283
BATCH_5729,EQUIP_66
BATCH_5730,EQUIP_80
BATCH_5731,EQUIP_143
BATCH_5732,EQUIP_68
BATCH_5733,EQUIP_57
BATCH_5734,EQUIP_185
BATCH_5735,EQUIP_6
BATCH_5736,EQUIP_7
BATCH_5737,EQUIP_26
BATCH_5738,EQUIP_113
BATCH_5739,EQUIP_225
BATCH_5740,EQUIP_66
BATCH_5741,EQUIP_100
BATCH_5742,EQUIP_258
BATCH_5743,EQUIP_25
BATCH_5744,EQUIP_2
BATCH_5745,EQUIP_119
BATCH_5746,EQUIP_183
BATCH_5747,EQUIP_276
BATCH_5748,EQUIP_12
BATCH_5749,EQUIP_46
BATCH_5750,EQUIP_38
BATCH_5751,EQUIP_21
BATCH_5752,EQUIP_272
BATCH_5753,EQUIP_15
BATCH_5754,EQUIP_278
BATCH_5755,EQUIP_199
BATCH_5756,EQUIP_42
BATCH_5757,EQUIP_215
BATCH_5758,EQUIP_188
BATCH_5759,EQUIP_214
BATCH_5760,EQUIP_21
BATCH_5761,EQUIP_79
BATCH_5762,EQUIP_202
BATCH_5763,EQUIP_298
BATCH_5764,EQUIP_131
BATCH_5765,EQUIP_221
BATCH_5766,EQUIP_97
BATCH_5767,EQUIP_177
BATCH_5768,EQUIP_193
BATCH_5769,EQUIP_87
BATCH_5770,EQUIP_61
BATCH_5771,EQUIP_131
BATCH_5772,EQUIP_176
BATCH_5773,EQUIP_165
BATCH_5774,EQUIP_264
BATCH_5775,EQUIP_21
BATCH_5776,EQUIP_51
BATCH_5777,EQUIP_76
BATCH_5778,EQUIP_44
BATCH_5779,EQUIP_195
BATCH_5780,EQUIP_174
BATCH_5781,EQUIP_145
BATCH_5782,EQUIP_96
BATCH_5783,EQUIP_187
