BatchID,MaterialID
BATCH_5001,MAT_1399
BATCH_5002,MAT_1664
BATCH_5003,MAT_2772
BATCH_5004,MAT_383
BATCH_5005,MAT_1412
BATCH_5006,MAT_62
BATCH_5007,MAT_403
BATCH_5008,MAT_3140
BATCH_5009,MAT_2341
BATCH_5010,MAT_1032
BATCH_5011,MAT_2218
BATCH_5012,MAT_3481
BATCH_5013,MAT_3501
BATCH_5014,MAT_1960
BATCH_5015,MAT_2735
BATCH_5016,MAT_3717
BATCH_5017,MAT_479
BATCH_5018,MAT_308
BATCH_5019,MAT_3374
BATCH_5020,MAT_1537
BATCH_5021,MAT_329
BATCH_5022,MAT_3514
BATCH_5023,MAT_1671
BATCH_5024,MAT_803
BATCH_5025,MAT_2569
BATCH_5026,MAT_904
BATCH_5027,MAT_3669
BATCH_5028,MAT_1601
BATCH_5029,MAT_3627
BATCH_5030,MAT_2751
BATCH_5031,MAT_80
BATCH_5032,MAT_2970
BATCH_5033,MAT_3781
BATCH_5034,MAT_2865
BATCH_5035,MAT_94
BATCH_5036,MAT_1077
BATCH_5037,MAT_831
BATCH_5038,MAT_3909
BATCH_5039,MAT_830
BATCH_5040,MAT_446
BATCH_5041,MAT_1902
BATCH_5042,MAT_2778
BATCH_5043,MAT_2
BATCH_5044,MAT_975
BATCH_5045,MAT_543
BATCH_5046,MAT_4000
BATCH_5047,MAT_894
BATCH_5048,MAT_1216
BATCH_5049,MAT_2974
BATCH_5050,MAT_196
BATCH_5051,MAT_2091
BATCH_5052,MAT_1767
BATCH_5053,MAT_969
BATCH_5054,MAT_3408
BATCH_5055,MAT_444
BATCH_5056,MAT_2734
BATCH_5057,MAT_308
BATCH_5058,MAT_3598
BATCH_5059,MAT_3389
BATCH_5060,MAT_1070
BATCH_5061,MAT_703
BATCH_5062,MAT_3213
BATCH_5063,MAT_958
BATCH_5064,MAT_3583
BATCH_5065,MAT_3474
BATCH_5066,MAT_1673
BATCH_5067,MAT_3074
BATCH_5068,MAT_2019
BATCH_5069,MAT_1650
BATCH_5070,MAT_1858
BATCH_5071,MAT_3527
BATCH_5072,MAT_2123
BATCH_5073,MAT_1496
BATCH_5074,MAT_589
BATCH_5075,MAT_740
BATCH_5076,MAT_2761
BATCH_5077,MAT_2781
BATCH_5078,MAT_2209
BATCH_5079,MAT_1659
BATCH_5080,MAT_2142
BATCH_5081,MAT_298
BATCH_5082,MAT_1630
BATCH_5083,MAT_2284
BATCH_5084,MAT_964
BATCH_5085,MAT_1183
BATCH_5086,MAT_520
BATCH_5087,MAT_3897
BATCH_5088,MAT_2713
BATCH_5089,MAT_2079
BATCH_5090,MAT_3615
BATCH_5091,MAT_2268
BATCH_5092,MAT_1162
BATCH_5093,MAT_2079
BATCH_5094,MAT_2848
BATCH_5095,MAT_3784
BATCH_5096,MAT_1646
BATCH_5097,MAT_2209
BATCH_5098,MAT_108
BATCH_5099,MAT_3196
BATCH_5100,MAT_2947
BATCH_5101,MAT_2028
BATCH_5102,MAT_2220
BATCH_5103,MAT_3750
BATCH_5104,MAT_3429
BATCH_5105,MAT_804
BATCH_5106,MAT_3239
BATCH_5107,MAT_3
BATCH_5108,MAT_1511
BATCH_5109,MAT_2718
BATCH_5110,MAT_1561
BATCH_5111,MAT_2332
BATCH_5112,MAT_688
BATCH_5113,MAT_3189
BATCH_5114,MAT_1100
BATCH_5115,MAT_1611
BATCH_5116,MAT_575
BATCH_5117,MAT_761
BATCH_5118,MAT_2800
BATCH_5119,MAT_3234
BATCH_5120,MAT_3549
BATCH_5121,MAT_3828
BATCH_5122,MAT_1068
BATCH_5123,MAT_765
BATCH_5124,MAT_729
BATCH_5125,MAT_704
BATCH_5126,MAT_3557
BATCH_5127,MAT_2491
BATCH_5128,MAT_3525
BATCH_5129,MAT_1513
BATCH_5130,MAT_2126
BATCH_5131,MAT_1329
BATCH_5132,MAT_3167
BATCH_5133,MAT_919
BATCH_5134,MAT_3596
BATCH_5135,MAT_306
BATCH_5136,MAT_676
BATCH_5137,MAT_2384
BATCH_5138,MAT_353
BATCH_5139,MAT_362
BATCH_5140,MAT_1339
BATCH_5141,MAT_2986
BATCH_5142,MAT_3349
BATCH_5143,MAT_399
BATCH_5144,MAT_3488
BATCH_5145,MAT_3903
BATCH_5146,MAT_1162
BATCH_5147,MAT_3180
BATCH_5148,MAT_2522
BATCH_5149,MAT_2852
BATCH_5150,MAT_247
BATCH_5151,MAT_3104
BATCH_5152,MAT_532
BATCH_5153,MAT_2285
BATCH_5154,MAT_3647
BATCH_5155,MAT_3315
BATCH_5156,MAT_3914
BATCH_5157,MAT_2075
BATCH_5158,MAT_2208
BATCH_5159,MAT_567
BATCH_5160,MAT_1382
BATCH_5161,MAT_2218
BATCH_5162,MAT_3951
BATCH_5163,MAT_3227
BATCH_5164,MAT_729
BATCH_5165,MAT_3964
BATCH_5166,MAT_1362
BATCH_5167,MAT_3615
BATCH_5168,MAT_1526
BATCH_5169,MAT_298
BATCH_5170,MAT_3274
BATCH_5171,MAT_854
BATCH_5172,MAT_139
BATCH_5173,MAT_2276
BATCH_5174,MAT_1163
BATCH_5175,MAT_2150
BATCH_5176,MAT_591
BATCH_5177,MAT_1733
BATCH_5178,MAT_2947
BATCH_5179,MAT_3060
BATCH_5180,MAT_3026
BATCH_5181,MAT_1180
BATCH_5182,MAT_2154
BATCH_5183,MAT_2899
BATCH_5184,MAT_3019
BATCH_5185,MAT_518
BATCH_5186,MAT_2568
BATCH_5187,MAT_1545
BATCH_5188,MAT_2129
BATCH_5189,MAT_656
BATCH_5190,MAT_1414
BATCH_5191,MAT_1655
BATCH_5192,MAT_725
BATCH_5193,MAT_1902
BATCH_5194,MAT_2303
BATCH_5195,MAT_1553
BATCH_5196,MAT_1333
BATCH_5197,MAT_3346
BATCH_5198,MAT_1567
BATCH_5199,MAT_1608
BATCH_5200,MAT_2943
BATCH_5201,MAT_720
BATCH_5202,MAT_813
BATCH_5203,MAT_3793
BATCH_5204,MAT_3919
BATCH_5205,MAT_636
BATCH_5206,MAT_3036
BATCH_5207,MAT_3002
BATCH_5208,MAT_309
BATCH_5209,MAT_2256
BATCH_5210,MAT_1332
BATCH_5211,MAT_3234
BATCH_5212,MAT_833
BATCH_5213,MAT_1093
BATCH_5214,MAT_3020
BATCH_5215,MAT_662
BATCH_5216,MAT_2339
BATCH_5217,MAT_2366
BATCH_5218,MAT_740
BATCH_5219,MAT_1798
BATCH_5220,MAT_1803
BATCH_5221,MAT_1010
BATCH_5222,MAT_3112
BATCH_5223,MAT_878
BATCH_5224,MAT_567
BATCH_5225,MAT_996
BATCH_5226,MAT_552
BATCH_5227,MAT_2245
BATCH_5228,MAT_1087
BATCH_5229,MAT_2125
BATCH_5230,MAT_1796
BATCH_5231,MAT_2734
BATCH_5232,MAT_2611
BATCH_5233,MAT_3272
BATCH_5234,MAT_828
BATCH_5235,MAT_968
BATCH_5236,MAT_3503
BATCH_5237,MAT_273
BATCH_5238,MAT_3908
BATCH_5239,MAT_3681
BATCH_5240,MAT_2634
BATCH_5241,MAT_2720
BATCH_5242,MAT_1958
BATCH_5243,MAT_790
BATCH_5244,MAT_3735
BATCH_5245,MAT_339
BATCH_5246,MAT_381
BATCH_5247,MAT_1630
BATCH_5248,MAT_474
BATCH_5249,MAT_1680
BATCH_5250,MAT_220
BATCH_5251,MAT_475
BATCH_5252,MAT_531
BATCH_5253,MAT_1829
BATCH_5254,MAT_3113
BATCH_5255,MAT_3791
BATCH_5256,MAT_152
BATCH_5257,MAT_1558
BATCH_5258,MAT_2705
BATCH_5259,MAT_3182
BATCH_5260,MAT_722
BATCH_5261,MAT_3236
BATCH_5262,MAT_576
BATCH_5263,MAT_2724
BATCH_5264,MAT_2443
BATCH_5265,MAT_3441
BATCH_5266,MAT_3964
BATCH_5267,MAT_3320
BATCH_5268,MAT_3299
BATCH_5269,MAT_2443
BATCH_5270,MAT_2034
BATCH_5271,MAT_3969
BATCH_5272,MAT_782
BATCH_5273,MAT_1338
BATCH_5274,MAT_3124
BATCH_5275,MAT_1063
BATCH_5276,MAT_106
BATCH_5277,MAT_1731
BATCH_5278,MAT_1964
BATCH_5279,MAT_248
BATCH_5280,MAT_1815
BATCH_5281,MAT_1767
BATCH_5282,MAT_1689
BATCH_5283,MAT_2176
BATCH_5284,MAT_1403
BATCH_5285,MAT_3391
BATCH_5286,MAT_909
BATCH_5287,MAT_133
BATCH_5288,MAT_2524
BATCH_5289,MAT_3919
BATCH_5290,MAT_1510
BATCH_5291,MAT_2552
BATCH_5292,MAT_1524
BATCH_5293,MAT_3874
BATCH_5294,MAT_561
BATCH_5295,MAT_453
BATCH_5296,MAT_3266
BATCH_5297,MAT_110
BATCH_5298,MAT_942
BATCH_5299,MAT_3128
BATCH_5300,MAT_2115
BATCH_5301,MAT_400
BATCH_5302,MAT_440
BATCH_5303,MAT_3991
BATCH_5304,MAT_346
BATCH_5305,MAT_1856
BATCH_5306,MAT_2919
BATCH_5307,MAT_3331
BATCH_5308,MAT_3908
BATCH_5309,MAT_3282
BATCH_5310,MAT_102
BATCH_5311,MAT_1430
BATCH_5312,MAT_1831
BATCH_5313,MAT_2033
BATCH_5314,MAT_23
BATCH_5315,MAT_2487
BATCH_5316,MAT_3777
BATCH_5317,MAT_1790
BATCH_5318,MAT_263
BATCH_5319,MAT_2866
BATCH_5320,MAT_1090
BATCH_5321,MAT_1273
BATCH_5322,MAT_3093
BATCH_5323,MAT_1831
BATCH_5324,MAT_510
BATCH_5325,MAT_2399
BATCH_5326,MAT_279
BATCH_5327,MAT_2352
BATCH_5328,MAT_1298
BATCH_5329,MAT_156
BATCH_5330,MAT_3807
BATCH_5331,MAT_2019
BATCH_5332,MAT_814
BATCH_5333,MAT_3333
BATCH_5334,MAT_3072
BATCH_5335,MAT_3914
BATCH_5336,MAT_1175
BATCH_5337,MAT_1091
BATCH_5338,MAT_3122
BATCH_5339,MAT_3019
BATCH_5340,MAT_2388
BATCH_5341,MAT_3306
BATCH_5342,MAT_677
BATCH_5343,MAT_108
BATCH_5344,MAT_1888
BATCH_5345,MAT_365
BATCH_5346,MAT_2707
BATCH_5347,MAT_390
BATCH_5348,MAT_964
BATCH_5349,MAT_2102
BATCH_5350,MAT_1838
BATCH_5351,MAT_3998
BATCH_5352,MAT_2063
BATCH_5353,MAT_3801
BATCH_5354,MAT_3976
BATCH_5355,MAT_1246
BATCH_5356,MAT_1849
BATCH_5357,MAT_2340
BATCH_5358,MAT_1793
BATCH_5359,MAT_3326
BATCH_5360,MAT_1716
BATCH_5361,MAT_3395
BATCH_5362,MAT_2308
BATCH_5363,MAT_375
BATCH_5364,MAT_3827
BATCH_5365,MAT_2763
BATCH_5366,MAT_2458
BATCH_5367,MAT_617
BATCH_5368,MAT_2370
BATCH_5369,MAT_2723
BATCH_5370,MAT_2412
BATCH_5371,MAT_1060
BATCH_5372,MAT_461
BATCH_5373,MAT_3685
BATCH_5374,MAT_1997
BATCH_5375,MAT_2287
BATCH_5376,MAT_1451
BATCH_5377,MAT_2380
BATCH_5378,MAT_745
BATCH_5379,MAT_2876
BATCH_5380,MAT_1572
BATCH_5381,MAT_3833
BATCH_5382,MAT_1856
BATCH_5383,MAT_1819
BATCH_5384,MAT_419
BATCH_5385,MAT_2376
BATCH_5386,MAT_1128
BATCH_5387,MAT_2059
BATCH_5388,MAT_1090
BATCH_5389,MAT_934
BATCH_5390,MAT_564
BATCH_5391,MAT_3084
BATCH_5392,MAT_280
BATCH_5393,MAT_366
BATCH_5394,MAT_2403
BATCH_5395,MAT_1466
BATCH_5396,MAT_3362
BATCH_5397,MAT_953
BATCH_5398,MAT_3664
BATCH_5399,MAT_180
BATCH_5400,MAT_387
BATCH_5401,MAT_3728
BATCH_5402,MAT_3074
BATCH_5403,MAT_511
BATCH_5404,MAT_2664
BATCH_5405,MAT_1121
BATCH_5406,MAT_1647
BATCH_5407,MAT_3673
BATCH_5408,MAT_520
BATCH_5409,MAT_2348
BATCH_5410,MAT_2240
BATCH_5411,MAT_3549
BATCH_5412,MAT_596
BATCH_5413,MAT_1110
BATCH_5414,MAT_3225
BATCH_5415,MAT_3765
BATCH_5416,MAT_2237
BATCH_5417,MAT_2529
BATCH_5418,MAT_1622
BATCH_5419,MAT_1277
BATCH_5420,MAT_2821
BATCH_5421,MAT_1285
BATCH_5422,MAT_2514
BATCH_5423,MAT_240
BATCH_5424,MAT_1010
BATCH_5425,MAT_1439
BATCH_5426,MAT_1731
BATCH_5427,MAT_3411
BATCH_5428,MAT_3308
BATCH_5429,MAT_1019
BATCH_5430,MAT_410
BATCH_5431,MAT_1526
BATCH_5432,MAT_32
BATCH_5433,MAT_1234
BATCH_5434,MAT_1025
BATCH_5435,MAT_1537
BATCH_5436,MAT_2513
BATCH_5437,MAT_205
BATCH_5438,MAT_663
BATCH_5439,MAT_1290
BATCH_5440,MAT_3098
BATCH_5441,MAT_2340
BATCH_5442,MAT_3146
BATCH_5443,MAT_3201
BATCH_5444,MAT_1742
BATCH_5445,MAT_1058
BATCH_5446,MAT_3500
BATCH_5447,MAT_1379
BATCH_5448,MAT_1625
BATCH_5449,MAT_938
BATCH_5450,MAT_657
BATCH_5451,MAT_1205
BATCH_5452,MAT_1754
BATCH_5453,MAT_1273
BATCH_5454,MAT_2512
BATCH_5455,MAT_324
BATCH_5456,MAT_379
BATCH_5457,MAT_3340
BATCH_5458,MAT_2620
BATCH_5459,MAT_3115
BATCH_5460,MAT_2412
BATCH_5461,MAT_2913
BATCH_5462,MAT_803
BATCH_5463,MAT_1819
BATCH_5464,MAT_1828
BATCH_5465,MAT_3247
BATCH_5466,MAT_312
BATCH_5467,MAT_220
BATCH_5468,MAT_3013
BATCH_5469,MAT_934
BATCH_5470,MAT_3549
BATCH_5471,MAT_2270
BATCH_5472,MAT_1510
BATCH_5473,MAT_1269
BATCH_5474,MAT_2846
BATCH_5475,MAT_3599
BATCH_5476,MAT_194
BATCH_5477,MAT_1043
BATCH_5478,MAT_2672
BATCH_5479,MAT_3563
BATCH_5480,MAT_457
BATCH_5481,MAT_3829
BATCH_5482,MAT_3153
BATCH_5483,MAT_2795
BATCH_5484,MAT_1847
BATCH_5485,MAT_3130
BATCH_5486,MAT_2643
BATCH_5487,MAT_2005
BATCH_5488,MAT_2208
BATCH_5489,MAT_3678
BATCH_5490,MAT_2684
BATCH_5491,MAT_2486
BATCH_5492,MAT_1045
BATCH_5493,MAT_136
BATCH_5494,MAT_1332
BATCH_5495,MAT_1093
BATCH_5496,MAT_3473
BATCH_5497,MAT_147
BATCH_5498,MAT_2109
BATCH_5499,MAT_1805
BATCH_5500,MAT_3707
BATCH_5501,MAT_706
BATCH_5502,MAT_1072
BATCH_5503,MAT_862
BATCH_5504,MAT_1947
BATCH_5505,MAT_2886
BATCH_5506,MAT_987
BATCH_5507,MAT_2199
BATCH_5508,MAT_2708
BATCH_5509,MAT_3293
BATCH_5510,MAT_2402
BATCH_5511,MAT_3625
BATCH_5512,MAT_1254
BATCH_5513,MAT_3431
BATCH_5514,MAT_2790
BATCH_5515,MAT_150
BATCH_5516,MAT_3063
BATCH_5517,MAT_1097
BATCH_5518,MAT_2658
BATCH_5519,MAT_2136
BATCH_5520,MAT_619
BATCH_5521,MAT_2048
BATCH_5522,MAT_3866
BATCH_5523,MAT_2118
BATCH_5524,MAT_2282
BATCH_5525,MAT_184
BATCH_5526,MAT_720
BATCH_5527,MAT_1581
BATCH_5528,MAT_186
BATCH_5529,MAT_3767
BATCH_5530,MAT_499
BATCH_5531,MAT_776
BATCH_5532,MAT_1183
BATCH_5533,MAT_3678
BATCH_5534,MAT_2662
BATCH_5535,MAT_2416
BATCH_5536,MAT_1132
BATCH_5537,MAT_2628
BATCH_5538,MAT_1674
BATCH_5539,MAT_143
BATCH_5540,MAT_1873
BATCH_5541,MAT_15
BATCH_5542,MAT_3865
BATCH_5543,MAT_1793
BATCH_5544,MAT_1786
BATCH_5545,MAT_1729
BATCH_5546,MAT_3707
BATCH_5547,MAT_1226
BATCH_5548,MAT_1156
BATCH_5549,MAT_1327
BATCH_5550,MAT_3164
BATCH_5551,MAT_2520
BATCH_5552,MAT_3114
BATCH_5553,MAT_829
BATCH_5554,MAT_2189
BATCH_5555,MAT_653
BATCH_5556,MAT_2163
BATCH_5557,MAT_2276
BATCH_5558,MAT_485
BATCH_5559,MAT_3202
BATCH_5560,MAT_1520
BATCH_5561,MAT_1858
BATCH_5562,MAT_96
BATCH_5563,MAT_92
BATCH_5564,MAT_1862
BATCH_5565,MAT_3404
BATCH_5566,MAT_323
BATCH_5567,MAT_1510
BATCH_5568,MAT_1480
BATCH_5569,MAT_1887
BATCH_5570,MAT_2749
BATCH_5571,MAT_1578
BATCH_5572,MAT_396
BATCH_5573,MAT_593
BATCH_5574,MAT_3851
BATCH_5575,MAT_667
BATCH_5576,MAT_1370
BATCH_5577,MAT_219
BATCH_5578,MAT_2954
BATCH_5579,MAT_432
BATCH_5580,MAT_1528
BATCH_5581,MAT_1307
BATCH_5582,MAT_12
BATCH_5583,MAT_2036
BATCH_5584,MAT_3843
BATCH_5585,MAT_900
BATCH_5586,MAT_1127
BATCH_5587,MAT_3389
BATCH_5588,MAT_728
BATCH_5589,MAT_2503
BATCH_5590,MAT_21
BATCH_5591,MAT_2671
BATCH_5592,MAT_2938
BATCH_5593,MAT_1720
BATCH_5594,MAT_3786
BATCH_5595,MAT_270
BATCH_5596,MAT_2628
BATCH_5597,MAT_375
BATCH_5598,MAT_2501
BATCH_5599,MAT_3344
BATCH_5600,MAT_1751
BATCH_5601,MAT_3047
BATCH_5602,MAT_219
BATCH_5603,MAT_135
BATCH_5604,MAT_2432
BATCH_5605,MAT_3920
BATCH_5606,MAT_3594
BATCH_5607,MAT_2302
BATCH_5608,MAT_930
BATCH_5609,MAT_2138
BATCH_5610,MAT_2348
BATCH_5611,MAT_1412
BATCH_5612,MAT_3919
BATCH_5613,MAT_3426
BATCH_5614,MAT_3792
BATCH_5615,MAT_3297
BATCH_5616,MAT_874
BATCH_5617,MAT_146
BATCH_5618,MAT_1441
BATCH_5619,MAT_909
BATCH_5620,MAT_3656
BATCH_5621,MAT_1794
BATCH_5622,MAT_1382
BATCH_5623,MAT_1662
BATCH_5624,MAT_160
BATCH_5625,MAT_2410
BATCH_5626,MAT_3650
BATCH_5627,MAT_800
BATCH_5628,MAT_1303
BATCH_5629,MAT_1663
BATCH_5630,MAT_1369
BATCH_5631,MAT_3798
BATCH_5632,MAT_1475
BATCH_5633,MAT_328
BATCH_5634,MAT_844
BATCH_5635,MAT_2434
BATCH_5636,MAT_3696
BATCH_5637,MAT_2021
BATCH_5638,MAT_2729
BATCH_5639,MAT_409
BATCH_5640,MAT_3191
BATCH_5641,MAT_2462
BATCH_5642,MAT_3300
BATCH_5643,MAT_2794
BATCH_5644,MAT_689
BATCH_5645,MAT_3766
BATCH_5646,MAT_2862
BATCH_5647,MAT_3658
BATCH_5648,MAT_1793
BATCH_5649,MAT_1464
BATCH_5650,MAT_3112
BATCH_5651,MAT_1309
BATCH_5652,MAT_3714
BATCH_5653,MAT_1803
BATCH_5654,MAT_132
BATCH_5655,MAT_410
BATCH_5656,MAT_3460
BATCH_5657,MAT_203
BATCH_5658,MAT_2638
BATCH_5659,MAT_198
BATCH_5660,MAT_3922
BATCH_5661,MAT_3166
BATCH_5662,MAT_486
BATCH_5663,MAT_3841
BATCH_5664,MAT_187
BATCH_5665,MAT_264
BATCH_5666,MAT_3914
BATCH_5667,MAT_3607
BATCH_5668,MAT_3932
BATCH_5669,MAT_3725
BATCH_5670,MAT_601
BATCH_5671,MAT_137
BATCH_5672,MAT_2333
BATCH_5673,MAT_1630
BATCH_5674,MAT_241
BATCH_5675,MAT_1956
BATCH_5676,MAT_1962
BATCH_5677,MAT_2936
BATCH_5678,MAT_3475
BATCH_5679,MAT_3531
BATCH_5680,MAT_2011
BATCH_5681,MAT_1369
BATCH_5682,MAT_2593
BATCH_5683,MAT_2021
BATCH_5684,MAT_1045
BATCH_5685,MAT_1171
BATCH_5686,MAT_753
BATCH_5687,MAT_2710
BATCH_5688,MAT_897
BATCH_5689,MAT_286
BATCH_5690,MAT_2341
BATCH_5691,MAT_3437
BATCH_5692,MAT_24
BATCH_5693,MAT_2277
BATCH_5694,MAT_58
BATCH_5695,MAT_363
BATCH_5696,MAT_3255
BATCH_5697,MAT_1154
BATCH_5698,MAT_1369
BATCH_5699,MAT_2280
BATCH_5700,MAT_3526
BATCH_5701,MAT_1277
BATCH_5702,MAT_3905
BATCH_5703,MAT_3266
BATCH_5704,MAT_1875
BATCH_5705,MAT_319
BATCH_5706,MAT_3646
BATCH_5707,MAT_5
BATCH_5708,MAT_3449
BATCH_5709,MAT_26
BATCH_5710,MAT_406
BATCH_5711,MAT_277
BATCH_5712,MAT_3219
BATCH_5713,MAT_2961
BATCH_5714,MAT_387
BATCH_5715,MAT_2061
BATCH_5716,MAT_1362
BATCH_5717,MAT_2331
BATCH_5718,MAT_686
BATCH_5719,MAT_2278
BATCH_5720,MAT_3074
BATCH_5721,MAT_1961
BATCH_5722,MAT_276
BATCH_5723,MAT_2083
BATCH_5724,MAT_3292
BATCH_5725,MAT_3549
BATCH_5726,MAT_566
BATCH_5727,MAT_666
BATCH_5728,MAT_876
BATCH_5729,MAT_2562
BATCH_5730,MAT_243
BATCH_5731,MAT_1996
BATCH_5732,MAT_3787
BATCH_5733,MAT_271
BATCH_5734,MAT_2365
BATCH_5735,MAT_2758
BATCH_5736,MAT_523
BATCH_5737,MAT_1135
BATCH_5738,MAT_3492
BATCH_5739,MAT_2040
BATCH_5740,MAT_2849
BATCH_5741,MAT_170
BATCH_5742,MAT_384
BATCH_5743,MAT_1668
BATCH_5744,MAT_2795
BATCH_5745,MAT_3830
BATCH_5746,MAT_1630
BATCH_5747,MAT_919
BATCH_5748,MAT_2670
BATCH_5749,MAT_1703
BATCH_5750,MAT_1924
BATCH_5751,MAT_3526
BATCH_5752,MAT_894
BATCH_5753,MAT_1080
BATCH_5754,MAT_3364
BATCH_5755,MAT_1606
BATCH_5756,MAT_3283
BATCH_5757,MAT_1995
BATCH_5758,MAT_1663
BATCH_5759,MAT_3447
BATCH_5760,MAT_1570
BATCH_5761,MAT_345
BATCH_5762,MAT_1483
BATCH_5763,MAT_1176
BATCH_5764,MAT_1231
BATCH_5765,MAT_1604
BATCH_5766,MAT_2938
BATCH_5767,MAT_35
BATCH_5768,MAT_686
BATCH_5769,MAT_1579
BATCH_5770,MAT_363
BATCH_5771,MAT_887
BATCH_5772,MAT_3854
BATCH_5773,MAT_1092
BATCH_5774,MAT_3483
BATCH_5775,MAT_2187
BATCH_5776,MAT_3031
BATCH_5777,MAT_2620
BATCH_5778,MAT_2696
BATCH_5779,MAT_1080
BATCH_5780,MAT_3298
BATCH_5781,MAT_3880
BATCH_5782,MAT_3642
BATCH_5783,MAT_2178
BATCH_5784,MAT_3889
BATCH_5785,MAT_3314
BATCH_5786,MAT_2894
BATCH_5787,MAT_2046
BATCH_5788,MAT_1515
BATCH_5789,MAT_3753
BATCH_5790,MAT_2046
BATCH_5791,MAT_2404
BATCH_5792,MAT_2957
BATCH_5793,MAT_3879
BATCH_5794,MAT_1789
BATCH_5795,MAT_1610
BATCH_5796,MAT_1566
BATCH_5797,MAT_519
BATCH_5798,MAT_1516
BATCH_5799,MAT_2346
BATCH_5800,MAT_2081
BATCH_5801,MAT_3115
BATCH_5802,MAT_3222
BATCH_5803,MAT_1238
BATCH_5804,MAT_56
BATCH_5805,MAT_560
BATCH_5806,MAT_1089
BATCH_5807,MAT_216
BATCH_5808,MAT_2391
BATCH_5809,MAT_3855
BATCH_5810,MAT_3182
BATCH_5811,MAT_2943
BATCH_5812,MAT_902
BATCH_5813,MAT_428
BATCH_5814,MAT_2188
BATCH_5815,MAT_2031
BATCH_5816,MAT_582
BATCH_5817,MAT_1830
BATCH_5818,MAT_1151
BATCH_5819,MAT_3341
BATCH_5820,MAT_1774
BATCH_5821,MAT_1094
BATCH_5822,MAT_200
BATCH_5823,MAT_3563
BATCH_5824,MAT_2833
BATCH_5825,MAT_3586
BATCH_5826,MAT_3707
BATCH_5827,MAT_2365
BATCH_5828,MAT_1666
BATCH_5829,MAT_457
BATCH_5830,MAT_3789
BATCH_5831,MAT_3340
BATCH_5832,MAT_258
BATCH_5833,MAT_1334
BATCH_5834,MAT_149
BATCH_5835,MAT_3508
BATCH_5836,MAT_270
BATCH_5837,MAT_2714
BATCH_5838,MAT_2475
BATCH_5839,MAT_2836
BATCH_5840,MAT_3126
BATCH_5841,MAT_2025
BATCH_5842,MAT_499
BATCH_5843,MAT_1438
BATCH_5844,MAT_721
BATCH_5845,MAT_2358
BATCH_5846,MAT_3212
BATCH_5847,MAT_3959
BATCH_5848,MAT_3726
BATCH_5849,MAT_2622
BATCH_5850,MAT_930
BATCH_5851,MAT_2472
BATCH_5852,MAT_1490
BATCH_5853,MAT_3203
BATCH_5854,MAT_1734
BATCH_5855,MAT_3982
BATCH_5856,MAT_3717
BATCH_5857,MAT_187
BATCH_5858,MAT_3228
BATCH_5859,MAT_3399
BATCH_5860,MAT_58
BATCH_5861,MAT_409
BATCH_5862,MAT_911
BATCH_5863,MAT_2893
BATCH_5864,MAT_2729
BATCH_5865,MAT_2188
BATCH_5866,MAT_821
BATCH_5867,MAT_537
BATCH_5868,MAT_2830
BATCH_5869,MAT_3767
BATCH_5870,MAT_3090
BATCH_5871,MAT_1418
BATCH_5872,MAT_632
BATCH_5873,MAT_732
BATCH_5874,MAT_235
BATCH_5875,MAT_865
BATCH_5876,MAT_993
BATCH_5877,MAT_3541
BATCH_5878,MAT_2178
BATCH_5879,MAT_1130
BATCH_5880,MAT_1989
BATCH_5881,MAT_3891
BATCH_5882,MAT_1327
BATCH_5883,MAT_901
BATCH_5884,MAT_2708
BATCH_5885,MAT_2720
BATCH_5886,MAT_2691
BATCH_5887,MAT_2993
BATCH_5888,MAT_1481
BATCH_5889,MAT_3274
BATCH_5890,MAT_1509
BATCH_5891,MAT_295
BATCH_5892,MAT_1352
BATCH_5893,MAT_3823
BATCH_5894,MAT_2427
BATCH_5895,MAT_2242
BATCH_5896,MAT_247
BATCH_5897,MAT_75
BATCH_5898,MAT_2731
BATCH_5899,MAT_394
BATCH_5900,MAT_614
BATCH_5901,MAT_2342
BATCH_5902,MAT_3711
BATCH_5903,MAT_2321
BATCH_5904,MAT_2320
BATCH_5905,MAT_676
BATCH_5906,MAT_948
BATCH_5907,MAT_541
BATCH_5908,MAT_1886
BATCH_5909,MAT_2191
BATCH_5910,MAT_1722
BATCH_5911,MAT_3854
BATCH_5912,MAT_832
BATCH_5913,MAT_1347
BATCH_5914,MAT_2753
BATCH_5915,MAT_745
BATCH_5916,MAT_650
BATCH_5917,MAT_3450
BATCH_5918,MAT_3308
BATCH_5919,MAT_2307
BATCH_5920,MAT_1966
BATCH_5921,MAT_575
BATCH_5922,MAT_1621
BATCH_5923,MAT_2034
BATCH_5924,MAT_2430
BATCH_5925,MAT_1720
BATCH_5926,MAT_1748
BATCH_5927,MAT_3514
BATCH_5928,MAT_1001
BATCH_5929,MAT_1927
BATCH_5930,MAT_3994
BATCH_5931,MAT_3944
BATCH_5932,MAT_3616
BATCH_5933,MAT_563
BATCH_5934,MAT_1316
BATCH_5935,MAT_2432
BATCH_5936,MAT_1508
BATCH_5937,MAT_660
BATCH_5938,MAT_1748
BATCH_5939,MAT_3496
BATCH_5940,MAT_2543
BATCH_5941,MAT_2506
BATCH_5942,MAT_1696
BATCH_5943,MAT_3983
BATCH_5944,MAT_3053
BATCH_5945,MAT_3218
BATCH_5946,MAT_2507
BATCH_5947,MAT_3085
BATCH_5948,MAT_1130
BATCH_5949,MAT_2355
