BatchID,StartTime,EndTime
BATCH_6043,2024-05-18T12:00:00,2024-05-18T14:00:00
BATCH_6044,2024-05-18T14:00:00,2024-05-18T16:00:00
BATCH_6045,2024-05-18T16:00:00,2024-05-18T18:00:00
BATCH_6046,2024-05-18T18:00:00,2024-05-18T20:00:00
BATCH_6047,2024-05-18T20:00:00,2024-05-18T22:00:00
BATCH_6048,2024-05-18T22:00:00,2024-05-19T00:00:00
BATCH_6049,2024-05-19T00:00:00,2024-05-19T02:00:00
BATCH_6050,2024-05-19T02:00:00,2024-05-19T04:00:00
BATCH_6051,2024-05-19T04:00:00,2024-05-19T06:00:00
BATCH_6052,2024-05-19T06:00:00,2024-05-19T08:00:00
BATCH_6053,2024-05-19T08:00:00,2024-05-19T10:00:00
BATCH_6054,2024-05-19T10:00:00,2024-05-19T12:00:00
BATCH_6055,2024-05-19T12:00:00,2024-05-19T14:00:00
BATCH_6056,2024-05-19T14:00:00,2024-05-19T16:00:00
BATCH_6057,2024-05-19T16:00:00,2024-05-19T18:00:00
BATCH_6058,2024-05-19T18:00:00,2024-05-19T20:00:00
BATCH_6059,2024-05-19T20:00:00,2024-05-19T22:00:00
BATCH_6060,2024-05-19T22:00:00,2024-05-20T00:00:00
BATCH_6061,2024-05-20T00:00:00,2024-05-20T02:00:00
BATCH_6062,2024-05-20T02:00:00,2024-05-20T04:00:00
BATCH_6063,2024-05-20T04:00:00,2024-05-20T06:00:00
BATCH_6064,2024-05-20T06:00:00,2024-05-20T08:00:00
BATCH_6065,2024-05-20T08:00:00,2024-05-20T10:00:00
BATCH_6066,2024-05-20T10:00:00,2024-05-20T12:00:00
BATCH_6067,2024-05-20T12:00:00,2024-05-20T14:00:00
BATCH_6068,2024-05-20T14:00:00,2024-05-20T16:00:00
BATCH_6069,2024-05-20T16:00:00,2024-05-20T18:00:00
BATCH_6070,2024-05-20T18:00:00,2024-05-20T20:00:00
BATCH_6071,2024-05-20T20:00:00,2024-05-20T22:00:00
BATCH_6072,2024-05-20T22:00:00,2024-05-21T00:00:00
BATCH_6073,2024-05-21T00:00:00,2024-05-21T02:00:00
BATCH_6074,2024-05-21T02:00:00,2024-05-21T04:00:00
BATCH_6075,2024-05-21T04:00:00,2024-05-21T06:00:00
BATCH_6076,2024-05-21T06:00:00,2024-05-21T08:00:00
BATCH_6077,2024-05-21T08:00:00,2024-05-21T10:00:00
BATCH_6078,2024-05-21T10:00:00,2024-05-21T12:00:00
BATCH_6079,2024-05-21T12:00:00,2024-05-21T14:00:00
BATCH_6080,2024-05-21T14:00:00,2024-05-21T16:00:00
BATCH_6081,2024-05-21T16:00:00,2024-05-21T18:00:00
BATCH_6082,2024-05-21T18:00:00,2024-05-21T20:00:00
BATCH_6083,2024-05-21T20:00:00,2024-05-21T22:00:00
BATCH_6084,2024-05-21T22:00:00,2024-05-22T00:00:00
BATCH_6085,2024-05-22T00:00:00,2024-05-22T02:00:00
BATCH_6086,2024-05-22T02:00:00,2024-05-22T04:00:00
BATCH_6087,2024-05-22T04:00:00,2024-05-22T06:00:00
BATCH_6088,2024-05-22T06:00:00,2024-05-22T08:00:00
BATCH_6089,2024-05-22T08:00:00,2024-05-22T10:00:00
BATCH_6090,2024-05-22T10:00:00,2024-05-22T12:00:00
BATCH_6091,2024-05-22T12:00:00,2024-05-22T14:00:00
BATCH_6092,2024-05-22T14:00:00,2024-05-22T16:00:00
BATCH_6093,2024-05-22T16:00:00,2024-05-22T18:00:00
BATCH_6094,2024-05-22T18:00:00,2024-05-22T20:00:00
BATCH_6095,2024-05-22T20:00:00,2024-05-22T22:00:00
BATCH_6096,2024-05-22T22:00:00,2024-05-23T00:00:00
BATCH_6097,2024-05-23T00:00:00,2024-05-23T02:00:00
BATCH_6098,2024-05-23T02:00:00,2024-05-23T04:00:00
BATCH_6099,2024-05-23T04:00:00,2024-05-23T06:00:00
BATCH_6100,2024-05-23T06:00:00,2024-05-23T08:00:00
BATCH_6101,2024-05-23T08:00:00,2024-05-23T10:00:00
BATCH_6102,2024-05-23T10:00:00,2024-05-23T12:00:00
BATCH_6103,2024-05-23T12:00:00,2024-05-23T14:00:00
BATCH_6104,2024-05-23T14:00:00,2024-05-23T16:00:00
BATCH_6105,2024-05-23T16:00:00,2024-05-23T18:00:00
BATCH_6106,2024-05-23T18:00:00,2024-05-23T20:00:00
BATCH_6107,2024-05-23T20:00:00,2024-05-23T22:00:00
BATCH_6108,2024-05-23T22:00:00,2024-05-24T00:00:00
BATCH_6109,2024-05-24T00:00:00,2024-05-24T02:00:00
BATCH_6110,2024-05-24T02:00:00,2024-05-24T04:00:00
BATCH_6111,2024-05-24T04:00:00,2024-05-24T06:00:00
BATCH_6112,2024-05-24T06:00:00,2024-05-24T08:00:00
BATCH_6113,2024-05-24T08:00:00,2024-05-24T10:00:00
BATCH_6114,2024-05-24T10:00:00,2024-05-24T12:00:00
BATCH_6115,2024-05-24T12:00:00,2024-05-24T14:00:00
BATCH_6116,2024-05-24T14:00:00,2024-05-24T16:00:00
BATCH_6117,2024-05-24T16:00:00,2024-05-24T18:00:00
BATCH_6118,2024-05-24T18:00:00,2024-05-24T20:00:00
BATCH_6119,2024-05-24T20:00:00,2024-05-24T22:00:00
BATCH_6120,2024-05-24T22:00:00,2024-05-25T00:00:00
BATCH_6121,2024-05-25T00:00:00,2024-05-25T02:00:00
BATCH_6122,2024-05-25T02:00:00,2024-05-25T04:00:00
BATCH_6123,2024-05-25T04:00:00,2024-05-25T06:00:00
BATCH_6124,2024-05-25T06:00:00,2024-05-25T08:00:00
BATCH_6125,2024-05-25T08:00:00,2024-05-25T10:00:00
BATCH_6126,2024-05-25T10:00:00,2024-05-25T12:00:00
BATCH_6127,2024-05-25T12:00:00,2024-05-25T14:00:00
BATCH_6128,2024-05-25T14:00:00,2024-05-25T16:00:00
BATCH_6129,2024-05-25T16:00:00,2024-05-25T18:00:00
BATCH_6130,2024-05-25T18:00:00,2024-05-25T20:00:00
BATCH_6131,2024-05-25T20:00:00,2024-05-25T22:00:00
BATCH_6132,2024-05-25T22:00:00,2024-05-26T00:00:00
BATCH_6133,2024-05-26T00:00:00,2024-05-26T02:00:00
BATCH_6134,2024-05-26T02:00:00,2024-05-26T04:00:00
BATCH_6135,2024-05-26T04:00:00,2024-05-26T06:00:00
BATCH_6136,2024-05-26T06:00:00,2024-05-26T08:00:00
BATCH_6137,2024-05-26T08:00:00,2024-05-26T10:00:00
BATCH_6138,2024-05-26T10:00:00,2024-05-26T12:00:00
BATCH_6139,2024-05-26T12:00:00,2024-05-26T14:00:00
BATCH_6140,2024-05-26T14:00:00,2024-05-26T16:00:00
BATCH_6141,2024-05-26T16:00:00,2024-05-26T18:00:00
BATCH_6142,2024-05-26T18:00:00,2024-05-26T20:00:00
BATCH_6143,2024-05-26T20:00:00,2024-05-26T22:00:00
BATCH_6144,2024-05-26T22:00:00,2024-05-27T00:00:00
BATCH_6145,2024-05-27T00:00:00,2024-05-27T02:00:00
BATCH_6146,2024-05-27T02:00:00,2024-05-27T04:00:00
BATCH_6147,2024-05-27T04:00:00,2024-05-27T06:00:00
BATCH_6148,2024-05-27T06:00:00,2024-05-27T08:00:00
BATCH_6149,2024-05-27T08:00:00,2024-05-27T10:00:00
BATCH_6150,2024-05-27T10:00:00,2024-05-27T12:00:00
BATCH_6151,2024-05-27T12:00:00,2024-05-27T14:00:00
BATCH_6152,2024-05-27T14:00:00,2024-05-27T16:00:00
BATCH_6153,2024-05-27T16:00:00,2024-05-27T18:00:00
BATCH_6154,2024-05-27T18:00:00,2024-05-27T20:00:00
BATCH_6155,2024-05-27T20:00:00,2024-05-27T22:00:00
BATCH_6156,2024-05-27T22:00:00,2024-05-28T00:00:00
BATCH_6157,2024-05-28T00:00:00,2024-05-28T02:00:00
BATCH_6158,2024-05-28T02:00:00,2024-05-28T04:00:00
BATCH_6159,2024-05-28T04:00:00,2024-05-28T06:00:00
BATCH_6160,2024-05-28T06:00:00,2024-05-28T08:00:00
BATCH_6161,2024-05-28T08:00:00,2024-05-28T10:00:00
BATCH_6162,2024-05-28T10:00:00,2024-05-28T12:00:00
BATCH_6163,2024-05-28T12:00:00,2024-05-28T14:00:00
BATCH_6164,2024-05-28T14:00:00,2024-05-28T16:00:00
BATCH_6165,2024-05-28T16:00:00,2024-05-28T18:00:00
BATCH_6166,2024-05-28T18:00:00,2024-05-28T20:00:00
BATCH_6167,2024-05-28T20:00:00,2024-05-28T22:00:00
BATCH_6168,2024-05-28T22:00:00,2024-05-29T00:00:00
BATCH_6169,2024-05-29T00:00:00,2024-05-29T02:00:00
BATCH_6170,2024-05-29T02:00:00,2024-05-29T04:00:00
BATCH_6171,2024-05-29T04:00:00,2024-05-29T06:00:00
BATCH_6172,2024-05-29T06:00:00,2024-05-29T08:00:00
BATCH_6173,2024-05-29T08:00:00,2024-05-29T10:00:00
BATCH_6174,2024-05-29T10:00:00,2024-05-29T12:00:00
BATCH_6175,2024-05-29T12:00:00,2024-05-29T14:00:00
BATCH_6176,2024-05-29T14:00:00,2024-05-29T16:00:00
BATCH_6177,2024-05-29T16:00:00,2024-05-29T18:00:00
BATCH_6178,2024-05-29T18:00:00,2024-05-29T20:00:00
BATCH_6179,2024-05-29T20:00:00,2024-05-29T22:00:00
BATCH_6180,2024-05-29T22:00:00,2024-05-30T00:00:00
BATCH_6181,2024-05-30T00:00:00,2024-05-30T02:00:00
BATCH_6182,2024-05-30T02:00:00,2024-05-30T04:00:00
BATCH_6183,2024-05-30T04:00:00,2024-05-30T06:00:00
BATCH_6184,2024-05-30T06:00:00,2024-05-30T08:00:00
BATCH_6185,2024-05-30T08:00:00,2024-05-30T10:00:00
BATCH_6186,2024-05-30T10:00:00,2024-05-30T12:00:00
BATCH_6187,2024-05-30T12:00:00,2024-05-30T14:00:00
BATCH_6188,2024-05-30T14:00:00,2024-05-30T16:00:00
BATCH_6189,2024-05-30T16:00:00,2024-05-30T18:00:00
BATCH_6190,2024-05-30T18:00:00,2024-05-30T20:00:00
BATCH_6191,2024-05-30T20:00:00,2024-05-30T22:00:00
BATCH_6192,2024-05-30T22:00:00,2024-05-31T00:00:00
BATCH_6193,2024-05-31T00:00:00,2024-05-31T02:00:00
BATCH_6194,2024-05-31T02:00:00,2024-05-31T04:00:00
BATCH_6195,2024-05-31T04:00:00,2024-05-31T06:00:00
BATCH_6196,2024-05-31T06:00:00,2024-05-31T08:00:00
BATCH_6197,2024-05-31T08:00:00,2024-05-31T10:00:00
BATCH_6198,2024-05-31T10:00:00,2024-05-31T12:00:00
BATCH_6199,2024-05-31T12:00:00,2024-05-31T14:00:00
BATCH_6200,2024-05-31T14:00:00,2024-05-31T16:00:00
BATCH_6201,2024-05-31T16:00:00,2024-05-31T18:00:00
BATCH_6202,2024-05-31T18:00:00,2024-05-31T20:00:00
BATCH_6203,2024-05-31T20:00:00,2024-05-31T22:00:00
BATCH_6204,2024-05-31T22:00:00,2024-06-01T00:00:00
BATCH_6205,2024-06-01T00:00:00,2024-06-01T02:00:00
BATCH_6206,2024-06-01T02:00:00,2024-06-01T04:00:00
BATCH_6207,2024-06-01T04:00:00,2024-06-01T06:00:00
BATCH_6208,2024-06-01T06:00:00,2024-06-01T08:00:00
BATCH_6209,2024-06-01T08:00:00,2024-06-01T10:00:00
BATCH_6210,2024-06-01T10:00:00,2024-06-01T12:00:00
BATCH_6211,2024-06-01T12:00:00,2024-06-01T14:00:00
BATCH_6212,2024-06-01T14:00:00,2024-06-01T16:00:00
BATCH_6213,2024-06-01T16:00:00,2024-06-01T18:00:00
BATCH_6214,2024-06-01T18:00:00,2024-06-01T20:00:00
BATCH_6215,2024-06-01T20:00:00,2024-06-01T22:00:00
BATCH_6216,2024-06-01T22:00:00,2024-06-02T00:00:00
BATCH_6217,2024-06-02T00:00:00,2024-06-02T02:00:00
BATCH_6218,2024-06-02T02:00:00,2024-06-02T04:00:00
BATCH_6219,2024-06-02T04:00:00,2024-06-02T06:00:00
BATCH_6220,2024-06-02T06:00:00,2024-06-02T08:00:00
BATCH_6221,2024-06-02T08:00:00,2024-06-02T10:00:00
BATCH_6222,2024-06-02T10:00:00,2024-06-02T12:00:00
BATCH_6223,2024-06-02T12:00:00,2024-06-02T14:00:00
BATCH_6224,2024-06-02T14:00:00,2024-06-02T16:00:00
BATCH_6225,2024-06-02T16:00:00,2024-06-02T18:00:00
BATCH_6226,2024-06-02T18:00:00,2024-06-02T20:00:00
BATCH_6227,2024-06-02T20:00:00,2024-06-02T22:00:00
BATCH_6228,2024-06-02T22:00:00,2024-06-03T00:00:00
BATCH_6229,2024-06-03T00:00:00,2024-06-03T02:00:00
BATCH_6230,2024-06-03T02:00:00,2024-06-03T04:00:00
BATCH_6231,2024-06-03T04:00:00,2024-06-03T06:00:00
BATCH_6232,2024-06-03T06:00:00,2024-06-03T08:00:00
BATCH_6233,2024-06-03T08:00:00,2024-06-03T10:00:00
BATCH_6234,2024-06-03T10:00:00,2024-06-03T12:00:00
BATCH_6235,2024-06-03T12:00:00,2024-06-03T14:00:00
BATCH_6236,2024-06-03T14:00:00,2024-06-03T16:00:00
BATCH_6237,2024-06-03T16:00:00,2024-06-03T18:00:00
BATCH_6238,2024-06-03T18:00:00,2024-06-03T20:00:00
BATCH_6239,2024-06-03T20:00:00,2024-06-03T22:00:00
BATCH_6240,2024-06-03T22:00:00,2024-06-04T00:00:00
BATCH_6241,2024-06-04T00:00:00,2024-06-04T02:00:00
BATCH_6242,2024-06-04T02:00:00,2024-06-04T04:00:00
BATCH_6243,2024-06-04T04:00:00,2024-06-04T06:00:00
BATCH_6244,2024-06-04T06:00:00,2024-06-04T08:00:00
BATCH_6245,2024-06-04T08:00:00,2024-06-04T10:00:00
BATCH_6246,2024-06-04T10:00:00,2024-06-04T12:00:00
BATCH_6247,2024-06-04T12:00:00,2024-06-04T14:00:00
BATCH_6248,2024-06-04T14:00:00,2024-06-04T16:00:00
BATCH_6249,2024-06-04T16:00:00,2024-06-04T18:00:00
BATCH_6250,2024-06-04T18:00:00,2024-06-04T20:00:00
BATCH_6251,2024-06-04T20:00:00,2024-06-04T22:00:00
BATCH_6252,2024-06-04T22:00:00,2024-06-05T00:00:00
BATCH_6253,2024-06-05T00:00:00,2024-06-05T02:00:00
BATCH_6254,2024-06-05T02:00:00,2024-06-05T04:00:00
BATCH_6255,2024-06-05T04:00:00,2024-06-05T06:00:00
BATCH_6256,2024-06-05T06:00:00,2024-06-05T08:00:00
BATCH_6257,2024-06-05T08:00:00,2024-06-05T10:00:00
BATCH_6258,2024-06-05T10:00:00,2024-06-05T12:00:00
BATCH_6259,2024-06-05T12:00:00,2024-06-05T14:00:00
BATCH_6260,2024-06-05T14:00:00,2024-06-05T16:00:00
BATCH_6261,2024-06-05T16:00:00,2024-06-05T18:00:00
BATCH_6262,2024-06-05T18:00:00,2024-06-05T20:00:00
BATCH_6263,2024-06-05T20:00:00,2024-06-05T22:00:00
BATCH_6264,2024-06-05T22:00:00,2024-06-06T00:00:00
BATCH_6265,2024-06-06T00:00:00,2024-06-06T02:00:00
BATCH_6266,2024-06-06T02:00:00,2024-06-06T04:00:00
BATCH_6267,2024-06-06T04:00:00,2024-06-06T06:00:00
BATCH_6268,2024-06-06T06:00:00,2024-06-06T08:00:00
BATCH_6269,2024-06-06T08:00:00,2024-06-06T10:00:00
BATCH_6270,2024-06-06T10:00:00,2024-06-06T12:00:00
BATCH_6271,2024-06-06T12:00:00,2024-06-06T14:00:00
BATCH_6272,2024-06-06T14:00:00,2024-06-06T16:00:00
BATCH_6273,2024-06-06T16:00:00,2024-06-06T18:00:00
BATCH_6274,2024-06-06T18:00:00,2024-06-06T20:00:00
BATCH_6275,2024-06-06T20:00:00,2024-06-06T22:00:00
BATCH_6276,2024-06-06T22:00:00,2024-06-07T00:00:00
BATCH_6277,2024-06-07T00:00:00,2024-06-07T02:00:00
BATCH_6278,2024-06-07T02:00:00,2024-06-07T04:00:00
BATCH_6279,2024-06-07T04:00:00,2024-06-07T06:00:00
BATCH_6280,2024-06-07T06:00:00,2024-06-07T08:00:00
BATCH_6281,2024-06-07T08:00:00,2024-06-07T10:00:00
BATCH_6282,2024-06-07T10:00:00,2024-06-07T12:00:00
BATCH_6283,2024-06-07T12:00:00,2024-06-07T14:00:00
BATCH_6284,2024-06-07T14:00:00,2024-06-07T16:00:00
BATCH_6285,2024-06-07T16:00:00,2024-06-07T18:00:00
BATCH_6286,2024-06-07T18:00:00,2024-06-07T20:00:00
BATCH_6287,2024-06-07T20:00:00,2024-06-07T22:00:00
BATCH_6288,2024-06-07T22:00:00,2024-06-08T00:00:00
BATCH_6289,2024-06-08T00:00:00,2024-06-08T02:00:00
BATCH_6290,2024-06-08T02:00:00,2024-06-08T04:00:00
BATCH_6291,2024-06-08T04:00:00,2024-06-08T06:00:00
BATCH_6292,2024-06-08T06:00:00,2024-06-08T08:00:00
BATCH_6293,2024-06-08T08:00:00,2024-06-08T10:00:00
BATCH_6294,2024-06-08T10:00:00,2024-06-08T12:00:00
BATCH_6295,2024-06-08T12:00:00,2024-06-08T14:00:00
BATCH_6296,2024-06-08T14:00:00,2024-06-08T16:00:00
BATCH_6297,2024-06-08T16:00:00,2024-06-08T18:00:00
BATCH_6298,2024-06-08T18:00:00,2024-06-08T20:00:00
BATCH_6299,2024-06-08T20:00:00,2024-06-08T22:00:00
BATCH_6300,2024-06-08T22:00:00,2024-06-09T00:00:00
BATCH_6301,2024-06-09T00:00:00,2024-06-09T02:00:00
BATCH_6302,2024-06-09T02:00:00,2024-06-09T04:00:00
BATCH_6303,2024-06-09T04:00:00,2024-06-09T06:00:00
BATCH_6304,2024-06-09T06:00:00,2024-06-09T08:00:00
BATCH_6305,2024-06-09T08:00:00,2024-06-09T10:00:00
BATCH_6306,2024-06-09T10:00:00,2024-06-09T12:00:00
BATCH_6307,2024-06-09T12:00:00,2024-06-09T14:00:00
BATCH_6308,2024-06-09T14:00:00,2024-06-09T16:00:00
BATCH_6309,2024-06-09T16:00:00,2024-06-09T18:00:00
BATCH_6310,2024-06-09T18:00:00,2024-06-09T20:00:00
BATCH_6311,2024-06-09T20:00:00,2024-06-09T22:00:00
BATCH_6312,2024-06-09T22:00:00,2024-06-10T00:00:00
BATCH_6313,2024-06-10T00:00:00,2024-06-10T02:00:00
BATCH_6314,2024-06-10T02:00:00,2024-06-10T04:00:00
BATCH_6315,2024-06-10T04:00:00,2024-06-10T06:00:00
BATCH_6316,2024-06-10T06:00:00,2024-06-10T08:00:00
BATCH_6317,2024-06-10T08:00:00,2024-06-10T10:00:00
BATCH_6318,2024-06-10T10:00:00,2024-06-10T12:00:00
BATCH_6319,2024-06-10T12:00:00,2024-06-10T14:00:00
BATCH_6320,2024-06-10T14:00:00,2024-06-10T16:00:00
BATCH_6321,2024-06-10T16:00:00,2024-06-10T18:00:00
BATCH_6322,2024-06-10T18:00:00,2024-06-10T20:00:00
BATCH_6323,2024-06-10T20:00:00,2024-06-10T22:00:00
BATCH_6324,2024-06-10T22:00:00,2024-06-11T00:00:00
BATCH_6325,2024-06-11T00:00:00,2024-06-11T02:00:00
BATCH_6326,2024-06-11T02:00:00,2024-06-11T04:00:00
BATCH_6327,2024-06-11T04:00:00,2024-06-11T06:00:00
BATCH_6328,2024-06-11T06:00:00,2024-06-11T08:00:00
BATCH_6329,2024-06-11T08:00:00,2024-06-11T10:00:00
BATCH_6330,2024-06-11T10:00:00,2024-06-11T12:00:00
BATCH_6331,2024-06-11T12:00:00,2024-06-11T14:00:00
BATCH_6332,2024-06-11T14:00:00,2024-06-11T16:00:00
BATCH_6333,2024-06-11T16:00:00,2024-06-11T18:00:00
BATCH_6334,2024-06-11T18:00:00,2024-06-11T20:00:00
BATCH_6335,2024-06-11T20:00:00,2024-06-11T22:00:00
BATCH_6336,2024-06-11T22:00:00,2024-06-12T00:00:00
BATCH_6337,2024-06-12T00:00:00,2024-06-12T02:00:00
BATCH_6338,2024-06-12T02:00:00,2024-06-12T04:00:00
BATCH_6339,2024-06-12T04:00:00,2024-06-12T06:00:00
BATCH_6340,2024-06-12T06:00:00,2024-06-12T08:00:00
BATCH_6341,2024-06-12T08:00:00,2024-06-12T10:00:00
BATCH_6342,2024-06-12T10:00:00,2024-06-12T12:00:00
BATCH_6343,2024-06-12T12:00:00,2024-06-12T14:00:00
BATCH_6344,2024-06-12T14:00:00,2024-06-12T16:00:00
BATCH_6345,2024-06-12T16:00:00,2024-06-12T18:00:00
BATCH_6346,2024-06-12T18:00:00,2024-06-12T20:00:00
BATCH_6347,2024-06-12T20:00:00,2024-06-12T22:00:00
BATCH_6348,2024-06-12T22:00:00,2024-06-13T00:00:00
BATCH_6349,2024-06-13T00:00:00,2024-06-13T02:00:00
BATCH_6350,2024-06-13T02:00:00,2024-06-13T04:00:00
BATCH_6351,2024-06-13T04:00:00,2024-06-13T06:00:00
BATCH_6352,2024-06-13T06:00:00,2024-06-13T08:00:00
BATCH_6353,2024-06-13T08:00:00,2024-06-13T10:00:00
BATCH_6354,2024-06-13T10:00:00,2024-06-13T12:00:00
BATCH_6355,2024-06-13T12:00:00,2024-06-13T14:00:00
BATCH_6356,2024-06-13T14:00:00,2024-06-13T16:00:00
BATCH_6357,2024-06-13T16:00:00,2024-06-13T18:00:00
BATCH_6358,2024-06-13T18:00:00,2024-06-13T20:00:00
BATCH_6359,2024-06-13T20:00:00,2024-06-13T22:00:00
BATCH_6360,2024-06-13T22:00:00,2024-06-14T00:00:00
BATCH_6361,2024-06-14T00:00:00,2024-06-14T02:00:00
BATCH_6362,2024-06-14T02:00:00,2024-06-14T04:00:00
BATCH_6363,2024-06-14T04:00:00,2024-06-14T06:00:00
BATCH_6364,2024-06-14T06:00:00,2024-06-14T08:00:00
BATCH_6365,2024-06-14T08:00:00,2024-06-14T10:00:00
BATCH_6366,2024-06-14T10:00:00,2024-06-14T12:00:00
BATCH_6367,2024-06-14T12:00:00,2024-06-14T14:00:00
BATCH_6368,2024-06-14T14:00:00,2024-06-14T16:00:00
BATCH_6369,2024-06-14T16:00:00,2024-06-14T18:00:00
BATCH_6370,2024-06-14T18:00:00,2024-06-14T20:00:00
BATCH_6371,2024-06-14T20:00:00,2024-06-14T22:00:00
BATCH_6372,2024-06-14T22:00:00,2024-06-15T00:00:00
BATCH_6373,2024-06-15T00:00:00,2024-06-15T02:00:00
BATCH_6374,2024-06-15T02:00:00,2024-06-15T04:00:00
BATCH_6375,2024-06-15T04:00:00,2024-06-15T06:00:00
BATCH_6376,2024-06-15T06:00:00,2024-06-15T08:00:00
BATCH_6377,2024-06-15T08:00:00,2024-06-15T10:00:00
BATCH_6378,2024-06-15T10:00:00,2024-06-15T12:00:00
BATCH_6379,2024-06-15T12:00:00,2024-06-15T14:00:00
BATCH_6380,2024-06-15T14:00:00,2024-06-15T16:00:00
BATCH_6381,2024-06-15T16:00:00,2024-06-15T18:00:00
BATCH_6382,2024-06-15T18:00:00,2024-06-15T20:00:00
BATCH_6383,2024-06-15T20:00:00,2024-06-15T22:00:00
BATCH_6384,2024-06-15T22:00:00,2024-06-16T00:00:00
BATCH_6385,2024-06-16T00:00:00,2024-06-16T02:00:00
BATCH_6386,2024-06-16T02:00:00,2024-06-16T04:00:00
BATCH_6387,2024-06-16T04:00:00,2024-06-16T06:00:00
BATCH_6388,2024-06-16T06:00:00,2024-06-16T08:00:00
BATCH_6389,2024-06-16T08:00:00,2024-06-16T10:00:00
BATCH_6390,2024-06-16T10:00:00,2024-06-16T12:00:00
BATCH_6391,2024-06-16T12:00:00,2024-06-16T14:00:00
BATCH_6392,2024-06-16T14:00:00,2024-06-16T16:00:00
BATCH_6393,2024-06-16T16:00:00,2024-06-16T18:00:00
BATCH_6394,2024-06-16T18:00:00,2024-06-16T20:00:00
BATCH_6395,2024-06-16T20:00:00,2024-06-16T22:00:00
BATCH_6396,2024-06-16T22:00:00,2024-06-17T00:00:00
BATCH_6397,2024-06-17T00:00:00,2024-06-17T02:00:00
BATCH_6398,2024-06-17T02:00:00,2024-06-17T04:00:00
BATCH_6399,2024-06-17T04:00:00,2024-06-17T06:00:00
BATCH_6400,2024-06-17T06:00:00,2024-06-17T08:00:00
BATCH_6401,2024-06-17T08:00:00,2024-06-17T10:00:00
BATCH_6402,2024-06-17T10:00:00,2024-06-17T12:00:00
BATCH_6403,2024-06-17T12:00:00,2024-06-17T14:00:00
BATCH_6404,2024-06-17T14:00:00,2024-06-17T16:00:00
BATCH_6405,2024-06-17T16:00:00,2024-06-17T18:00:00
BATCH_6406,2024-06-17T18:00:00,2024-06-17T20:00:00
BATCH_6407,2024-06-17T20:00:00,2024-06-17T22:00:00
BATCH_6408,2024-06-17T22:00:00,2024-06-18T00:00:00
BATCH_6409,2024-06-18T00:00:00,2024-06-18T02:00:00
BATCH_6410,2024-06-18T02:00:00,2024-06-18T04:00:00
BATCH_6411,2024-06-18T04:00:00,2024-06-18T06:00:00
BATCH_6412,2024-06-18T06:00:00,2024-06-18T08:00:00
BATCH_6413,2024-06-18T08:00:00,2024-06-18T10:00:00
BATCH_6414,2024-06-18T10:00:00,2024-06-18T12:00:00
BATCH_6415,2024-06-18T12:00:00,2024-06-18T14:00:00
BATCH_6416,2024-06-18T14:00:00,2024-06-18T16:00:00
BATCH_6417,2024-06-18T16:00:00,2024-06-18T18:00:00
BATCH_6418,2024-06-18T18:00:00,2024-06-18T20:00:00
BATCH_6419,2024-06-18T20:00:00,2024-06-18T22:00:00
BATCH_6420,2024-06-18T22:00:00,2024-06-19T00:00:00
BATCH_6421,2024-06-19T00:00:00,2024-06-19T02:00:00
BATCH_6422,2024-06-19T02:00:00,2024-06-19T04:00:00
BATCH_6423,2024-06-19T04:00:00,2024-06-19T06:00:00
BATCH_6424,2024-06-19T06:00:00,2024-06-19T08:00:00
BATCH_6425,2024-06-19T08:00:00,2024-06-19T10:00:00
BATCH_6426,2024-06-19T10:00:00,2024-06-19T12:00:00
BATCH_6427,2024-06-19T12:00:00,2024-06-19T14:00:00
BATCH_6428,2024-06-19T14:00:00,2024-06-19T16:00:00
BATCH_6429,2024-06-19T16:00:00,2024-06-19T18:00:00
BATCH_6430,2024-06-19T18:00:00,2024-06-19T20:00:00
BATCH_6431,2024-06-19T20:00:00,2024-06-19T22:00:00
BATCH_6432,2024-06-19T22:00:00,2024-06-20T00:00:00
BATCH_6433,2024-06-20T00:00:00,2024-06-20T02:00:00
BATCH_6434,2024-06-20T02:00:00,2024-06-20T04:00:00
BATCH_6435,2024-06-20T04:00:00,2024-06-20T06:00:00
BATCH_6436,2024-06-20T06:00:00,2024-06-20T08:00:00
BATCH_6437,2024-06-20T08:00:00,2024-06-20T10:00:00
BATCH_6438,2024-06-20T10:00:00,2024-06-20T12:00:00
BATCH_6439,2024-06-20T12:00:00,2024-06-20T14:00:00
BATCH_6440,2024-06-20T14:00:00,2024-06-20T16:00:00
BATCH_6441,2024-06-20T16:00:00,2024-06-20T18:00:00
BATCH_6442,2024-06-20T18:00:00,2024-06-20T20:00:00
BATCH_6443,2024-06-20T20:00:00,2024-06-20T22:00:00
BATCH_6444,2024-06-20T22:00:00,2024-06-21T00:00:00
BATCH_6445,2024-06-21T00:00:00,2024-06-21T02:00:00
BATCH_6446,2024-06-21T02:00:00,2024-06-21T04:00:00
BATCH_6447,2024-06-21T04:00:00,2024-06-21T06:00:00
BATCH_6448,2024-06-21T06:00:00,2024-06-21T08:00:00
BATCH_6449,2024-06-21T08:00:00,2024-06-21T10:00:00
BATCH_6450,2024-06-21T10:00:00,2024-06-21T12:00:00
BATCH_6451,2024-06-21T12:00:00,2024-06-21T14:00:00
BATCH_6452,2024-06-21T14:00:00,2024-06-21T16:00:00
BATCH_6453,2024-06-21T16:00:00,2024-06-21T18:00:00
